1.570796326794896558e+00,1.000000000000000000e+00,1.000000000000000000e+00
1.570796326794896558e+00,1.000000000000000000e+00,1.000000000000000000e+00
1.570796326794896558e+00,1.000000000000000000e+00,1.000000000000000000e+00
1.570796326794896558e+00,1.000000000000000000e+00,1.000000000000000000e+00
1.570796326794896558e+00,1.000000000000000000e+00,1.000000000000000000e+00
1.570796326794896558e+00,1.000000000000000000e+00,1.000000000000000000e+00
1.570796326794896558e+00,1.000000000000000000e+00,1.000000000000000000e+00
1.570796326794896558e+00,1.000000000000000000e+00,1.000000000000000000e+00
1.570796326794896558e+00,1.000000000000000000e+00,1.000000000000000000e+00
1.570796326794896558e+00,1.000000000000000000e+00,1.000000000000000000e+00
1.570796326794896558e+00,1.000000000000000000e+00,1.000000000000000000e+00
1.570796326794896558e+00,1.000000000000000000e+00,1.000000000000000000e+00
1.570796326794896558e+00,1.000000000000000000e+00,1.000000000000000000e+00
1.570796326794896558e+00,1.000000000000000000e+00,1.000000000000000000e+00
1.570796326794896558e+00,1.000000000000000000e+00,1.000000000000000000e+00
1.570796326794896558e+00,1.000000000000000000e+00,1.000000000000000000e+00
1.570796326794896558e+00,1.000000000000000000e+00,1.000000000000000000e+00
1.570796326794896558e+00,1.000000000000000000e+00,1.000000000000000000e+00
1.570796326794896558e+00,1.000000000000000000e+00,1.000000000000000000e+00
1.570796326794896558e+00,1.000000000000000000e+00,1.000000000000000000e+00
1.570796326794896558e+00,1.000000000000000000e+00,1.000000000000000000e+00
1.570796326794896558e+00,1.000000000000000000e+00,1.000000000000000000e+00
1.570796326794896558e+00,1.000000000000000000e+00,1.000000000000000000e+00
1.570796326794896558e+00,1.000000000000000000e+00,1.000000000000000000e+00
1.570796326794896558e+00,1.000000000000000000e+00,1.000000000000000000e+00
1.570796326794896558e+00,1.000000000000000000e+00,1.000000000000000000e+00
1.570796326794896558e+00,1.000000000000000000e+00,1.000000000000000000e+00
1.570796326794896558e+00,1.000000000000000000e+00,1.000000000000000000e+00
1.570796326794896558e+00,1.000000000000000000e+00,1.000000000000000000e+00
1.570796326794896558e+00,1.000000000000000000e+00,1.000000000000000000e+00
1.570796326794896558e+00,1.000000000000000000e+00,1.000000000000000000e+00
1.570796326794896558e+00,1.000000000000000000e+00,1.000000000000000000e+00
1.570796326794896558e+00,1.000000000000000000e+00,1.000000000000000000e+00
1.570796326794896558e+00,1.000000000000000000e+00,1.000000000000000000e+00
1.570796326794896558e+00,1.000000000000000000e+00,1.000000000000000000e+00
1.570796326794896558e+00,1.000000000000000000e+00,1.000000000000000000e+00
1.570796326794896558e+00,1.000000000000000000e+00,1.000000000000000000e+00
1.570796326794896558e+00,1.000000000000000000e+00,1.000000000000000000e+00
1.570796326794896558e+00,1.000000000000000000e+00,1.000000000000000000e+00
1.570796326794896558e+00,1.000000000000000000e+00,1.000000000000000000e+00
1.570796326794896558e+00,1.000000000000000000e+00,1.000000000000000000e+00
1.570796326794896558e+00,1.000000000000000000e+00,1.000000000000000000e+00
1.570796326794896558e+00,1.000000000000000000e+00,1.000000000000000000e+00
1.570796326794896558e+00,1.000000000000000000e+00,1.000000000000000000e+00
1.570796326794896558e+00,1.000000000000000000e+00,1.000000000000000000e+00
1.570796326794896558e+00,1.000000000000000000e+00,1.000000000000000000e+00
1.570796326794896558e+00,1.000000000000000000e+00,1.000000000000000000e+00
1.570796326794896558e+00,1.000000000000000000e+00,1.000000000000000000e+00
1.570796326794896558e+00,1.000000000000000000e+00,1.000000000000000000e+00
1.570796326794896558e+00,1.000000000000000000e+00,1.000000000000000000e+00
1.570796326794896558e+00,1.000000000000000000e+00,1.000000000000000000e+00
1.570796326794896558e+00,1.000000000000000000e+00,1.000000000000000000e+00
1.570796326794896558e+00,1.000000000000000000e+00,1.000000000000000000e+00
1.570796326794896558e+00,1.000000000000000000e+00,1.000000000000000000e+00
1.570796326794896558e+00,1.000000000000000000e+00,1.000000000000000000e+00
1.570796326794896558e+00,1.000000000000000000e+00,1.000000000000000000e+00
1.570796326794896558e+00,1.000000000000000000e+00,1.000000000000000000e+00
1.570796326794896558e+00,1.000000000000000000e+00,1.000000000000000000e+00
1.570796326794896558e+00,1.000000000000000000e+00,1.000000000000000000e+00
1.570796326794896558e+00,1.000000000000000000e+00,1.000000000000000000e+00
1.570796326794896558e+00,1.000000000000000000e+00,1.000000000000000000e+00
1.570796326794896558e+00,1.000000000000000000e+00,1.000000000000000000e+00
1.570796326794896558e+00,1.000000000000000000e+00,1.000000000000000000e+00
1.570796326794896558e+00,1.000000000000000000e+00,1.000000000000000000e+00
1.570796326794896558e+00,1.000000000000000000e+00,1.000000000000000000e+00
1.570796326794896558e+00,1.000000000000000000e+00,1.000000000000000000e+00
1.570796326794896558e+00,1.000000000000000000e+00,1.000000000000000000e+00
1.570796326794896558e+00,1.000000000000000000e+00,1.000000000000000000e+00
1.570796326794896558e+00,1.000000000000000000e+00,1.000000000000000000e+00
1.570796326794896558e+00,1.000000000000000000e+00,1.000000000000000000e+00
1.570796326794896558e+00,1.000000000000000000e+00,1.000000000000000000e+00
1.570796326794896558e+00,1.000000000000000000e+00,1.000000000000000000e+00
1.570796326794896558e+00,1.000000000000000000e+00,1.000000000000000000e+00
1.570796326794896558e+00,1.000000000000000000e+00,1.000000000000000000e+00
1.570796326794896558e+00,1.000000000000000000e+00,1.000000000000000000e+00
1.570796326794896558e+00,1.000000000000000000e+00,1.000000000000000000e+00
1.570796326794896558e+00,1.000000000000000000e+00,1.000000000000000000e+00
1.570796326794896558e+00,1.000000000000000000e+00,1.000000000000000000e+00
1.570796326794896558e+00,1.000000000000000000e+00,1.000000000000000000e+00
1.570796326794896558e+00,1.000000000000000000e+00,1.000000000000000000e+00
1.570796326794896558e+00,1.000000000000000000e+00,1.000000000000000000e+00
1.570796326794896558e+00,1.000000000000000000e+00,1.000000000000000000e+00
1.570796326794896558e+00,1.000000000000000000e+00,1.000000000000000000e+00
1.570796326794896558e+00,1.000000000000000000e+00,1.000000000000000000e+00
1.570796326794896558e+00,1.000000000000000000e+00,1.000000000000000000e+00
1.570796326794896558e+00,1.000000000000000000e+00,1.000000000000000000e+00
1.570796326794896558e+00,1.000000000000000000e+00,1.000000000000000000e+00
1.570796326794896558e+00,1.000000000000000000e+00,1.000000000000000000e+00
1.570796326794896558e+00,1.000000000000000000e+00,1.000000000000000000e+00
1.570796326794896558e+00,1.000000000000000000e+00,1.000000000000000000e+00
1.570796326794896558e+00,1.000000000000000000e+00,1.000000000000000000e+00
1.570796326794896558e+00,1.000000000000000000e+00,1.000000000000000000e+00
1.570796326794896558e+00,1.000000000000000000e+00,1.000000000000000000e+00
1.570796326794896558e+00,1.000000000000000000e+00,1.000000000000000000e+00
1.570796326794896558e+00,1.000000000000000000e+00,1.000000000000000000e+00
1.570796326794896558e+00,1.000000000000000000e+00,1.000000000000000000e+00
1.570796326794896558e+00,1.000000000000000000e+00,1.000000000000000000e+00
1.570796326794896558e+00,1.000000000000000000e+00,1.000000000000000000e+00
1.570796326794896558e+00,1.000000000000000000e+00,1.000000000000000000e+00
1.570796326794896558e+00,1.000000000000000000e+00,1.000000000000000000e+00
1.570796326794896558e+00,1.000000000000000000e+00,1.000000000000000000e+00
1.570796326794896558e+00,1.000000000000000000e+00,1.000000000000000000e+00
1.570796326794896558e+00,1.000000000000000000e+00,1.000000000000000000e+00
1.570796326794896558e+00,1.000000000000000000e+00,1.000000000000000000e+00
1.570796326794896558e+00,1.000000000000000000e+00,1.000000000000000000e+00
1.570796326794896558e+00,1.000000000000000000e+00,1.000000000000000000e+00
1.570796326794896558e+00,1.000000000000000000e+00,1.000000000000000000e+00
1.570796326794896558e+00,1.000000000000000000e+00,1.000000000000000000e+00
1.570796326794896558e+00,1.000000000000000000e+00,1.000000000000000000e+00
1.570796326794896558e+00,1.000000000000000000e+00,1.000000000000000000e+00
1.570796326794896558e+00,1.000000000000000000e+00,1.000000000000000000e+00
1.570796326794896558e+00,1.000000000000000000e+00,1.000000000000000000e+00
1.570796326794896558e+00,1.000000000000000000e+00,1.000000000000000000e+00
1.570796326794896558e+00,1.000000000000000000e+00,1.000000000000000000e+00
1.570796326794896558e+00,1.000000000000000000e+00,1.000000000000000000e+00
1.570796326794896558e+00,1.000000000000000000e+00,1.000000000000000000e+00
1.570796326794896558e+00,1.000000000000000000e+00,1.000000000000000000e+00
1.570796326794896558e+00,1.000000000000000000e+00,1.000000000000000000e+00
1.570796326794896558e+00,1.000000000000000000e+00,1.000000000000000000e+00
1.570796326794896558e+00,1.000000000000000000e+00,1.000000000000000000e+00
1.570796326794896558e+00,1.000000000000000000e+00,1.000000000000000000e+00
1.570796326794896558e+00,1.000000000000000000e+00,1.000000000000000000e+00
1.570796326794896558e+00,1.000000000000000000e+00,1.000000000000000000e+00
1.570796326794896558e+00,1.000000000000000000e+00,1.000000000000000000e+00
1.570796326794896558e+00,1.000000000000000000e+00,1.000000000000000000e+00
1.570796326794896558e+00,1.000000000000000000e+00,1.000000000000000000e+00
1.570796326794896558e+00,1.000000000000000000e+00,1.000000000000000000e+00
1.570796326794896558e+00,1.000000000000000000e+00,1.000000000000000000e+00
1.570796326794896558e+00,1.000000000000000000e+00,1.000000000000000000e+00
1.570796326794896558e+00,1.000000000000000000e+00,1.000000000000000000e+00
1.570796326794896558e+00,1.000000000000000000e+00,1.000000000000000000e+00
1.570796326794896558e+00,1.000000000000000000e+00,1.000000000000000000e+00
1.570796326794896558e+00,1.000000000000000000e+00,1.000000000000000000e+00
1.570796326794896558e+00,1.000000000000000000e+00,1.000000000000000000e+00
1.570796326794896558e+00,1.000000000000000000e+00,1.000000000000000000e+00
1.570796326794896558e+00,1.000000000000000000e+00,1.000000000000000000e+00
1.570796326794896558e+00,1.000000000000000000e+00,1.000000000000000000e+00
1.570796326794896558e+00,1.000000000000000000e+00,1.000000000000000000e+00
1.570796326794896558e+00,1.000000000000000000e+00,1.000000000000000000e+00
1.570796326794896558e+00,1.000000000000000000e+00,1.000000000000000000e+00
1.570796326794896558e+00,1.000000000000000000e+00,1.000000000000000000e+00
1.570796326794896558e+00,1.000000000000000000e+00,1.000000000000000000e+00
1.570796326794896558e+00,1.000000000000000000e+00,1.000000000000000000e+00
1.570796326794896558e+00,1.000000000000000000e+00,1.000000000000000000e+00
1.570796326794896558e+00,1.000000000000000000e+00,1.000000000000000000e+00
1.570796326794896558e+00,1.000000000000000000e+00,1.000000000000000000e+00
1.570796326794896558e+00,1.000000000000000000e+00,1.000000000000000000e+00
1.570796326794896558e+00,1.000000000000000000e+00,1.000000000000000000e+00
1.570796326794896558e+00,1.000000000000000000e+00,1.000000000000000000e+00
1.570796326794896558e+00,1.000000000000000000e+00,1.000000000000000000e+00
1.570796326794896558e+00,1.000000000000000000e+00,1.000000000000000000e+00
1.570796326794896558e+00,1.000000000000000000e+00,1.000000000000000000e+00
1.570796326794896558e+00,1.000000000000000000e+00,1.000000000000000000e+00
1.570796326794896558e+00,1.000000000000000000e+00,1.000000000000000000e+00
1.570796326794896558e+00,1.000000000000000000e+00,1.000000000000000000e+00
1.570796326794896558e+00,1.000000000000000000e+00,1.000000000000000000e+00
1.570796326794896558e+00,1.000000000000000000e+00,1.000000000000000000e+00
1.570796326794896558e+00,1.000000000000000000e+00,1.000000000000000000e+00
1.570796326794896558e+00,1.000000000000000000e+00,1.000000000000000000e+00
1.570796326794896558e+00,1.000000000000000000e+00,1.000000000000000000e+00
1.570796326794896558e+00,1.000000000000000000e+00,1.000000000000000000e+00
1.570796326794896558e+00,1.000000000000000000e+00,1.000000000000000000e+00
1.570796326794896558e+00,1.000000000000000000e+00,1.000000000000000000e+00
1.570796326794896558e+00,1.000000000000000000e+00,1.000000000000000000e+00
1.570796326794896558e+00,1.000000000000000000e+00,1.000000000000000000e+00
1.570796326794896558e+00,1.000000000000000000e+00,1.000000000000000000e+00
1.570796326794896558e+00,1.000000000000000000e+00,1.000000000000000000e+00
1.570796326794896558e+00,1.000000000000000000e+00,1.000000000000000000e+00
1.570796326794896558e+00,1.000000000000000000e+00,1.000000000000000000e+00
1.570796326794896558e+00,1.000000000000000000e+00,1.000000000000000000e+00
1.570796326794896558e+00,1.000000000000000000e+00,1.000000000000000000e+00
1.570796326794896558e+00,1.000000000000000000e+00,1.000000000000000000e+00
1.570796326794896558e+00,1.000000000000000000e+00,1.000000000000000000e+00
1.570796326794896558e+00,1.000000000000000000e+00,1.000000000000000000e+00
1.570796326794896558e+00,1.000000000000000000e+00,1.000000000000000000e+00
1.570796326794896558e+00,1.000000000000000000e+00,1.000000000000000000e+00
1.570796326794896558e+00,1.000000000000000000e+00,1.000000000000000000e+00
1.570796326794896558e+00,1.000000000000000000e+00,1.000000000000000000e+00
1.570796326794896558e+00,1.000000000000000000e+00,1.000000000000000000e+00
1.570796326794896558e+00,1.000000000000000000e+00,1.000000000000000000e+00
1.570796326794896558e+00,1.000000000000000000e+00,1.000000000000000000e+00
1.570796326794896558e+00,1.000000000000000000e+00,1.000000000000000000e+00
1.570796326794896558e+00,1.000000000000000000e+00,1.000000000000000000e+00
1.570796326794896558e+00,1.000000000000000000e+00,1.000000000000000000e+00
1.570796326794896558e+00,1.000000000000000000e+00,1.000000000000000000e+00
1.570796326794896558e+00,1.000000000000000000e+00,1.000000000000000000e+00
1.570796326794896558e+00,1.000000000000000000e+00,1.000000000000000000e+00
1.570796326794896558e+00,1.000000000000000000e+00,1.000000000000000000e+00
1.570796326794896558e+00,1.000000000000000000e+00,1.000000000000000000e+00
1.570796326794896558e+00,1.000000000000000000e+00,1.000000000000000000e+00
1.570796326794896558e+00,1.000000000000000000e+00,1.000000000000000000e+00
1.570796326794896558e+00,1.000000000000000000e+00,1.000000000000000000e+00
1.570796326794896558e+00,1.000000000000000000e+00,1.000000000000000000e+00
1.570796326794896558e+00,1.000000000000000000e+00,1.000000000000000000e+00
1.570796326794896558e+00,1.000000000000000000e+00,1.000000000000000000e+00
1.570796326794896558e+00,1.000000000000000000e+00,1.000000000000000000e+00
1.570796326794896558e+00,1.000000000000000000e+00,1.000000000000000000e+00
1.570796326794896558e+00,1.000000000000000000e+00,1.000000000000000000e+00
1.570796326794896558e+00,1.000000000000000000e+00,1.000000000000000000e+00
1.570796326794896558e+00,1.000000000000000000e+00,1.000000000000000000e+00
1.570796326794896558e+00,1.000000000000000000e+00,1.000000000000000000e+00
1.570796326794896558e+00,1.000000000000000000e+00,1.000000000000000000e+00
1.570796326794896558e+00,1.000000000000000000e+00,1.000000000000000000e+00
1.570796326794896558e+00,1.000000000000000000e+00,1.000000000000000000e+00
1.570796326794896558e+00,1.000000000000000000e+00,1.000000000000000000e+00
1.570796326794896558e+00,1.000000000000000000e+00,1.000000000000000000e+00
1.570796326794896558e+00,1.000000000000000000e+00,1.000000000000000000e+00
1.570796326794896558e+00,1.000000000000000000e+00,1.000000000000000000e+00
1.570796326794896558e+00,1.000000000000000000e+00,1.000000000000000000e+00
1.570796326794896558e+00,1.000000000000000000e+00,1.000000000000000000e+00
1.570796326794896558e+00,1.000000000000000000e+00,1.000000000000000000e+00
1.570796326794896558e+00,1.000000000000000000e+00,1.000000000000000000e+00
1.570796326794896558e+00,1.000000000000000000e+00,1.000000000000000000e+00
1.570796326794896558e+00,1.000000000000000000e+00,1.000000000000000000e+00
1.570796326794896558e+00,1.000000000000000000e+00,1.000000000000000000e+00
1.570796326794896558e+00,1.000000000000000000e+00,1.000000000000000000e+00
1.570796326794896558e+00,1.000000000000000000e+00,1.000000000000000000e+00
1.570796326794896558e+00,1.000000000000000000e+00,1.000000000000000000e+00
1.570796326794896558e+00,1.000000000000000000e+00,1.000000000000000000e+00
1.570796326794896558e+00,1.000000000000000000e+00,1.000000000000000000e+00
1.570796326794896558e+00,1.000000000000000000e+00,1.000000000000000000e+00
1.570796326794896558e+00,1.000000000000000000e+00,1.000000000000000000e+00
1.570796326794896558e+00,1.000000000000000000e+00,1.000000000000000000e+00
1.570796326794896558e+00,1.000000000000000000e+00,1.000000000000000000e+00
1.570796326794896558e+00,1.000000000000000000e+00,1.000000000000000000e+00
1.570796326794896558e+00,1.000000000000000000e+00,1.000000000000000000e+00
1.570796326794896558e+00,1.000000000000000000e+00,1.000000000000000000e+00
1.570796326794896558e+00,1.000000000000000000e+00,1.000000000000000000e+00
1.570796326794896558e+00,1.000000000000000000e+00,1.000000000000000000e+00
1.570796326794896558e+00,1.000000000000000000e+00,1.000000000000000000e+00
1.570796326794896558e+00,1.000000000000000000e+00,1.000000000000000000e+00
1.570796326794896558e+00,1.000000000000000000e+00,1.000000000000000000e+00
1.570796326794896558e+00,1.000000000000000000e+00,1.000000000000000000e+00
1.570796326794896558e+00,1.000000000000000000e+00,1.000000000000000000e+00
1.570796326794896558e+00,1.000000000000000000e+00,1.000000000000000000e+00
1.570796326794896558e+00,1.000000000000000000e+00,1.000000000000000000e+00
1.570796326794896558e+00,1.000000000000000000e+00,1.000000000000000000e+00
1.570796326794896558e+00,1.000000000000000000e+00,1.000000000000000000e+00
1.570796326794896558e+00,1.000000000000000000e+00,1.000000000000000000e+00
1.570796326794896558e+00,1.000000000000000000e+00,1.000000000000000000e+00
1.570796326794896558e+00,1.000000000000000000e+00,1.000000000000000000e+00
1.570796326794896558e+00,1.000000000000000000e+00,1.000000000000000000e+00
1.570796326794896558e+00,1.000000000000000000e+00,1.000000000000000000e+00
1.570796326794896558e+00,1.000000000000000000e+00,1.000000000000000000e+00
1.570796326794896558e+00,1.000000000000000000e+00,1.000000000000000000e+00
1.570796326794896558e+00,1.000000000000000000e+00,1.000000000000000000e+00
1.570796326794896558e+00,1.000000000000000000e+00,1.000000000000000000e+00
1.570796326794896558e+00,1.000000000000000000e+00,1.000000000000000000e+00
1.570796326794896558e+00,1.000000000000000000e+00,1.000000000000000000e+00
1.570796326794896558e+00,1.000000000000000000e+00,1.000000000000000000e+00
1.570796326794896558e+00,1.000000000000000000e+00,1.000000000000000000e+00
1.570796326794896558e+00,1.000000000000000000e+00,1.000000000000000000e+00
1.570796326794896558e+00,1.000000000000000000e+00,1.000000000000000000e+00
1.570796326794896558e+00,1.000000000000000000e+00,1.000000000000000000e+00
1.570796326794896558e+00,1.000000000000000000e+00,1.000000000000000000e+00
1.570796326794896558e+00,1.000000000000000000e+00,1.000000000000000000e+00
1.570796326794896558e+00,1.000000000000000000e+00,1.000000000000000000e+00
1.570796326794896558e+00,1.000000000000000000e+00,1.000000000000000000e+00
1.570796326794896558e+00,1.000000000000000000e+00,1.000000000000000000e+00
1.570796326794896558e+00,1.000000000000000000e+00,1.000000000000000000e+00
1.570796326794896558e+00,1.000000000000000000e+00,1.000000000000000000e+00
1.570796326794896558e+00,1.000000000000000000e+00,1.000000000000000000e+00
1.570796326794896558e+00,1.000000000000000000e+00,1.000000000000000000e+00
1.570796326794896558e+00,1.000000000000000000e+00,1.000000000000000000e+00
1.570796326794896558e+00,1.000000000000000000e+00,1.000000000000000000e+00
1.570796326794896558e+00,1.000000000000000000e+00,1.000000000000000000e+00
1.570796326794896558e+00,1.000000000000000000e+00,1.000000000000000000e+00
1.570796326794896558e+00,1.000000000000000000e+00,1.000000000000000000e+00
1.570796326794896558e+00,1.000000000000000000e+00,1.000000000000000000e+00
1.570796326794896558e+00,1.000000000000000000e+00,1.000000000000000000e+00
1.570796326794896558e+00,1.000000000000000000e+00,1.000000000000000000e+00
1.570796326794896558e+00,1.000000000000000000e+00,1.000000000000000000e+00
1.570796326794896558e+00,1.000000000000000000e+00,1.000000000000000000e+00
1.570796326794896558e+00,1.000000000000000000e+00,1.000000000000000000e+00
1.570796326794896558e+00,1.000000000000000000e+00,1.000000000000000000e+00
1.570796326794896558e+00,1.000000000000000000e+00,1.000000000000000000e+00
1.570796326794896558e+00,1.000000000000000000e+00,1.000000000000000000e+00
1.570796326794896558e+00,1.000000000000000000e+00,1.000000000000000000e+00
1.570796326794896558e+00,1.000000000000000000e+00,1.000000000000000000e+00
1.570796326794896558e+00,1.000000000000000000e+00,1.000000000000000000e+00
1.570796326794896558e+00,1.000000000000000000e+00,1.000000000000000000e+00
1.570796326794896558e+00,1.000000000000000000e+00,1.000000000000000000e+00
1.570796326794896558e+00,1.000000000000000000e+00,1.000000000000000000e+00
1.570796326794896558e+00,1.000000000000000000e+00,1.000000000000000000e+00
1.570796326794896558e+00,1.000000000000000000e+00,1.000000000000000000e+00
1.570796326794896558e+00,1.000000000000000000e+00,1.000000000000000000e+00
1.570796326794896558e+00,1.000000000000000000e+00,1.000000000000000000e+00
1.570796326794896558e+00,1.000000000000000000e+00,1.000000000000000000e+00
1.570796326794896558e+00,1.000000000000000000e+00,1.000000000000000000e+00
1.570796326794896558e+00,1.000000000000000000e+00,1.000000000000000000e+00
1.570796326794896558e+00,1.000000000000000000e+00,1.000000000000000000e+00
1.570796326794896558e+00,1.000000000000000000e+00,1.000000000000000000e+00
1.570796326794896558e+00,1.000000000000000000e+00,1.000000000000000000e+00
1.570796326794896558e+00,1.000000000000000000e+00,1.000000000000000000e+00
1.570796326794896558e+00,1.000000000000000000e+00,1.000000000000000000e+00
1.570796326794896558e+00,1.000000000000000000e+00,1.000000000000000000e+00
1.570796326794896558e+00,1.000000000000000000e+00,1.000000000000000000e+00
1.570796326794896558e+00,1.000000000000000000e+00,1.000000000000000000e+00
1.570796326794896558e+00,1.000000000000000000e+00,1.000000000000000000e+00
1.570796326794896558e+00,1.000000000000000000e+00,1.000000000000000000e+00
1.570796326794896558e+00,1.000000000000000000e+00,1.000000000000000000e+00
1.570796326794896558e+00,1.000000000000000000e+00,1.000000000000000000e+00
1.570796326794896558e+00,1.000000000000000000e+00,1.000000000000000000e+00
1.570796326794896558e+00,1.000000000000000000e+00,1.000000000000000000e+00
1.570796326794896558e+00,1.000000000000000000e+00,1.000000000000000000e+00
1.570796326794896558e+00,1.000000000000000000e+00,1.000000000000000000e+00
1.570796326794896558e+00,1.000000000000000000e+00,1.000000000000000000e+00
1.570796326794896558e+00,1.000000000000000000e+00,1.000000000000000000e+00
1.570796326794896558e+00,1.000000000000000000e+00,1.000000000000000000e+00
1.570796326794896558e+00,1.000000000000000000e+00,1.000000000000000000e+00
1.570796326794896558e+00,1.000000000000000000e+00,1.000000000000000000e+00
1.570796326794896558e+00,1.000000000000000000e+00,1.000000000000000000e+00
1.570796326794896558e+00,1.000000000000000000e+00,1.000000000000000000e+00
1.570796326794896558e+00,1.000000000000000000e+00,1.000000000000000000e+00
1.570796326794896558e+00,1.000000000000000000e+00,1.000000000000000000e+00
1.570796326794896558e+00,1.000000000000000000e+00,1.000000000000000000e+00
1.570796326794896558e+00,1.000000000000000000e+00,1.000000000000000000e+00
1.570796326794896558e+00,1.000000000000000000e+00,1.000000000000000000e+00
1.570796326794896558e+00,1.000000000000000000e+00,1.000000000000000000e+00
1.570796326794896558e+00,1.000000000000000000e+00,1.000000000000000000e+00
1.570796326794896558e+00,1.000000000000000000e+00,1.000000000000000000e+00
1.570796326794896558e+00,1.000000000000000000e+00,1.000000000000000000e+00
1.570796326794896558e+00,1.000000000000000000e+00,1.000000000000000000e+00
1.570796326794896558e+00,1.000000000000000000e+00,1.000000000000000000e+00
1.570796326794896558e+00,1.000000000000000000e+00,1.000000000000000000e+00
1.570796326794896558e+00,1.000000000000000000e+00,1.000000000000000000e+00
1.570796326794896558e+00,1.000000000000000000e+00,1.000000000000000000e+00
1.570796326794896558e+00,1.000000000000000000e+00,1.000000000000000000e+00
1.570796326794896558e+00,1.000000000000000000e+00,1.000000000000000000e+00
1.570796326794896558e+00,1.000000000000000000e+00,1.000000000000000000e+00
1.570796326794896558e+00,1.000000000000000000e+00,1.000000000000000000e+00
1.570796326794896558e+00,1.000000000000000000e+00,1.000000000000000000e+00
1.570796326794896558e+00,1.000000000000000000e+00,1.000000000000000000e+00
1.570796326794896558e+00,1.000000000000000000e+00,1.000000000000000000e+00
1.570796326794896558e+00,1.000000000000000000e+00,1.000000000000000000e+00
1.570796326794896558e+00,1.000000000000000000e+00,1.000000000000000000e+00
1.570796326794896558e+00,1.000000000000000000e+00,1.000000000000000000e+00
1.570796326794896558e+00,1.000000000000000000e+00,1.000000000000000000e+00
1.570796326794896558e+00,1.000000000000000000e+00,1.000000000000000000e+00
1.570796326794896558e+00,1.000000000000000000e+00,1.000000000000000000e+00
1.570796326794896558e+00,1.000000000000000000e+00,1.000000000000000000e+00
1.570796326794896558e+00,1.000000000000000000e+00,1.000000000000000000e+00
1.570796326794896558e+00,1.000000000000000000e+00,1.000000000000000000e+00
1.570796326794896558e+00,1.000000000000000000e+00,1.000000000000000000e+00
1.570796326794896558e+00,1.000000000000000000e+00,1.000000000000000000e+00
1.570796326794896558e+00,1.000000000000000000e+00,1.000000000000000000e+00
1.570796326794896558e+00,1.000000000000000000e+00,1.000000000000000000e+00
1.570796326794896558e+00,1.000000000000000000e+00,1.000000000000000000e+00
1.570796326794896558e+00,1.000000000000000000e+00,1.000000000000000000e+00
1.570796326794896558e+00,1.000000000000000000e+00,1.000000000000000000e+00
1.570796326794896558e+00,1.000000000000000000e+00,1.000000000000000000e+00
1.570796326794896558e+00,1.000000000000000000e+00,1.000000000000000000e+00
